image_path,label,label_id,split
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/75.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/google_0293.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/436.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/google_0007.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0307.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/zgoogle_0002.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/54.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/310.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/google_0009.jpg,tomato late blight,14,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/216.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/251.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/192.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/54.jpg,apple rust,1,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/309.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/179.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/28.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/212.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/117.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/13.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/google_0075.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/120.jpg,tomato late blight,14,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/253.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/64.jpg,apple rust,1,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/189.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/google_0285.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/189.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/16.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/99.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/18.jpg,apple rust,1,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/google_0142.jpg,apple rust,1,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/google_0183.jpg,apple rust,1,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0041.jpg,corn smut,7,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/293.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/224.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0211.jpg,corn smut,7,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/google_0385.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/306.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/google_0369.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/513.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/google_0069.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/google_0158.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/387.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/26.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/google_0147.jpg,apple scab,2,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/168.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/267.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/101.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/google_0236.jpg,apple scab,2,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/google_0016.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/google_0412.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/google_0026.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/31.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/429.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/190.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0171.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/235.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0128.jpg,corn smut,7,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/146.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/431.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/276.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/google_0140.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/338.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/107.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/google_0120.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/google_0072.jpg,apple scab,2,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/37.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/186.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/google_0262.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/google_0071.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/266.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/106.jpg,apple rust,1,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0255.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0188.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/google_0103.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/google_0431.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/199.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/88.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/93.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/66.jpg,apple scab,2,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/zgoogle_0087.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/google_0132.jpg,apple scab,2,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/147.jpg,tomato late blight,14,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/130 - Copy.jpg,tomato late blight,14,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/google_0509.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/16.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0036.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0208.jpg,corn smut,7,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/200.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/z255.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/144.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/216.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/26.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/15.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/google_0279.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/14.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/365.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/z276.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/314.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/google_0306.jpg,apple scab,2,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/546.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0466.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/google_0073.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/82.jpg,apple scab,2,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/340.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/google_0259.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/260.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/83.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/google_0573.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/87.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/google_0084.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0055.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/google_0518.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/143 - Copy.jpg,apple rust,1,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/9.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/189.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/google_0061.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/233.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/9.jpg,tomato late blight,14,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/50.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/google_0100.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/google_0036.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0406.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/183.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/25.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/185.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/459.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/25.jpg,tomato late blight,14,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/7.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/331.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/google_0031.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/8.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0102.jpg,corn smut,7,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/174.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/28.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/124.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/google_0263.jpg,tomato late blight,14,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/130.jpg,apple rust,1,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/152.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0359.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/182.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/521.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/30.jpg,apple scab,2,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/69.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0123.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/25 - Copy (7).jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/google_0286.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0218.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/google_0054.jpg,apple rust,1,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/google_0315.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/google_0078.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/201.jpg,tomato late blight,14,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0176.jpg,corn smut,7,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/google_0139.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/google_0552.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0202.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0324.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/532.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/63.jpg,apple scab,2,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/233.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/google_0014.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0074.jpg,corn smut,7,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/google_0150.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/295.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/z194.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/381.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/178.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/374.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/238.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/google_0310.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/google_0225.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/google_0386.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/google_0065.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0062.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0116.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/3 - Copy (2).jpg,corn smut,7,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/google_0123.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/17.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/203.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/zgoogle_0032.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/z37.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/424.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/197.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/google_0211.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/12.jpg,apple rust,1,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/292.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/313.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/208.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/google_0170.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/243 - Copy (3).jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/156.jpg,apple rust,1,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/google_0009.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/312.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/2.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/70.jpg,corn smut,7,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/google_0140.jpg,apple rust,1,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/491.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/385.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/200.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/google_0223.jpg,apple scab,2,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0192.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/google_0121.jpg,apple scab,2,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/google_0067.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/437.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/189.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/246.jpg,tomato late blight,14,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/google_0137.jpg,apple rust,1,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/30.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/google_0091.jpg,apple rust,1,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/google_0095.jpg,apple rust,1,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/google_0022.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/187.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0054.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/google_0258.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/133.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/233.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/134.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/117.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/31.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/z447.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/260.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/100.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/457.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/25.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/google_0030.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/140.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/70.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/google_0040.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/152.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/183.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/278.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/260.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0129.jpg,corn smut,7,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/google_0287.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0079.jpg,corn smut,7,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/13.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/29.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/google_0028.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/google_0467.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/74.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/252.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/104.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/151.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/43.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/google_0167.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/google_0104.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/194.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/google_0195.jpg,tomato late blight,14,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/180.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/255.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/333.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/google_0153.jpg,apple rust,1,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/236.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/google_0026.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/google_0068.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/google_0031.jpg,apple rust,1,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/google_0079.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/z95.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/43.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/google_0232.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/google_0305.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/72.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/184.jpg,cherry leaf,5,train
